customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges
3258-SYSWS,Male,1,No,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.9507462686567164,0.9033944362564482
0723-VSOBE,Female,1,No,No,0.625,No,No phone service,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,0.15870646766169155,0.18383843036109065
6188-UXBBR,Female,0,Yes,No,0.5277777777777778,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),0.019900497512437804,0.09381332903463524
1941-HOSAM,Male,0,Yes,Yes,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7149253731343282,0.010374447310243184
3633-CDBUW,Male,0,No,Yes,0.2361111111111111,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,0.6228855721393034,0.16649203205600593
8295-KMENE,Female,0,Yes,Yes,0.8194444444444444,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,0.5791044776119403,0.5203919491525425
0125-LZQXK,Male,0,No,No,0.20833333333333331,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.8268656716417909,0.17892755158437734
9730-DRTMJ,Male,0,Yes,No,0.4444444444444444,Yes,Yes,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),0.5427860696517413,0.26863600773765667
1047-RNXZV,Male,0,No,No,0.5972222222222222,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.012935323383084563,0.10088315217391305
5699-BNCAS,Male,1,No,No,0.986111111111111,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,0.06368159203980098,0.2034301308032425
0206-TBWLC,Female,0,Yes,No,0.75,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,0.9592039800995026,0.6965618091378041
9095-HFAFX,Female,0,No,No,0.06944444444444445,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0.6243781094527363,0.04485998526160649
3131-NWVFJ,Female,0,Yes,Yes,0.19444444444444442,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.012935323383084563,0.03390981945467945
0596-BQCEQ,Female,0,Yes,Yes,0.861111111111111,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8149253731343283,0.7234824060427415
5248-RPYWW,Female,1,Yes,Yes,1.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.7154228855721393,0.7733568994104644
6362-QHAFM,Male,0,Yes,No,0.5833333333333333,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,0.8960199004975123,0.5280662767133383
7394-LWLYN,Female,0,No,No,0.027777777777777776,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5164179104477612,0.014254789977892411
2452-MRMZF,Female,1,Yes,No,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),0.07412935323383085,0.2230794030950627
6609-MXJHJ,Female,0,Yes,Yes,0.41666666666666663,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,0.0681592039800995,0.09091170781134857
5981-ITEMU,Male,0,Yes,No,0.5555555555555556,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.7845771144278606,0.4268319362564481
0191-EQUUH,Female,0,No,Yes,0.3472222222222222,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),0.16716417910447756,0.09723309690493738
9253-VIFJQ,Male,0,Yes,No,0.9027777777777777,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),0.48557213930348253,0.4962175294767871
1245-HARPS,Female,0,Yes,No,0.19444444444444442,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.021393034825870627,0.03366801768607222
5627-TVBPP,Female,0,No,Yes,0.4861111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),0.01840796019900498,0.07421011422254975
1137-DGOWI,Female,0,Yes,No,0.41666666666666663,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,No,Bank transfer (automatic),0.5174129353233831,0.25318948047162865
8812-ZRHFP,Female,0,Yes,Yes,0.41666666666666663,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,0.6786069651741293,0.29224046610169496
5223-UZAVK,Male,0,No,No,0.8888888888888888,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),0.8164179104477611,0.760385961680177
0730-BGQGF,Male,0,Yes,Yes,0.986111111111111,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.7169154228855721,0.7239429808400886
4430-UZIPO,Male,0,No,No,0.041666666666666664,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,0.18507462686567167,0.01251612011790715
3030-YDNRM,Male,0,No,No,0.1111111111111111,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.56318407960199,0.06591401068533531
2025-JKFWI,Male,0,No,No,0.18055555555555555,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,0.8034825870646766,0.14988255342667653
2332-TODQS,Female,0,No,No,0.6666666666666666,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0.06766169154228854,0.13489084377302876
3709-OIJEA,Male,0,No,No,0.3611111111111111,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,0.6661691542288557,0.2515429255711128
0930-EHUZA,Female,0,No,No,0.5,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,0.5781094527363183,0.3001047807663965
9174-IHETN,Female,0,No,Yes,0.6944444444444444,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Credit card (automatic),0.5184079601990049,0.4068717759764186
5724-BIDBU,Male,0,Yes,No,0.6805555555555555,Yes,Yes,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,0.36915422885572136,0.3032827468680914
1217-VASWC,Male,1,Yes,No,0.5972222222222222,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),0.8189054726368158,0.495578481945468
1735-XMJVH,Male,0,Yes,Yes,0.1111111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.010945273631840807,0.017570928518791454
1791-PQHBB,Female,0,No,Yes,0.027777777777777776,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),0.42736318407960205,0.014502348931466473
1492-QGCLU,Male,0,Yes,Yes,0.736111111111111,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,0.6711442786069651,0.5315148305084747
3327-YBAKM,Female,0,Yes,No,0.8888888888888888,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,0.782587064676617,0.7270576179071483
5206-HPJKM,Male,0,No,No,0.2361111111111111,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.37064676616915426,0.10756148673544585
9814-AOUDH,Male,0,No,No,0.736111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.01243781094527363,0.12095845615327931
6888-SBYAI,Male,0,No,No,0.013888888888888888,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.32288557213930347,0.005837785556374356
1545-ACTAS,Female,0,Yes,Yes,0.6666666666666666,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),0.8104477611940298,0.5730932203389831
7634-WSWDB,Female,0,No,Yes,0.1111111111111111,No,No phone service,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.2014925373134328,0.03808953574060428
6818-DJXAA,Female,0,No,Yes,0.1388888888888889,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,0.7248756218905472,0.11103882645541638
2896-TBNBE,Male,0,Yes,No,0.5555555555555556,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Electronic check,0.6223880597014925,0.36071642409727345
2498-XLDZR,Female,0,Yes,Yes,0.4444444444444444,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Mailed check,0.5507462686567164,0.2667706798084009
5439-WIKXB,Male,1,Yes,No,0.5694444444444444,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7592039800995024,0.44347020081061167
3393-FMZPV,Female,0,No,No,0.3472222222222222,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8159203980099502,0.27493436809137806
1452-KIOVK,Male,0,No,Yes,0.3055555555555555,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),0.7049751243781094,0.22446112748710395
5598-IKHQQ,Female,0,No,No,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.07164179104477608,0.21490995762711868
5789-LDFXO,Male,0,No,No,0.3333333333333333,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,0.06318407960199005,0.06823991341193811
6620-HVDUJ,Male,0,No,No,0.3333333333333333,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),0.41990049751243785,0.1658932848194547
8659-HDIYE,Female,1,No,No,0.8888888888888888,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),0.5611940298507463,0.5606749723655122
5760-IFJOZ,Male,0,No,No,0.041666666666666664,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,0.8925373134328359,0.0361090641120118
7442-YGZFK,Male,0,No,No,0.013888888888888888,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.3139303482587064,0.005734156226971261
7537-CBQUZ,Male,1,No,No,0.875,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.9069651741293533,0.8096271647015476
0939-EREMR,Female,0,No,Yes,0.18055555555555555,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,0.3502487562189055,0.0826846904937362
7395-XWZOY,Male,0,No,No,0.2777777777777778,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),0.3656716417910447,0.13420573876197495
0292-WEGCH,Female,0,Yes,Yes,0.75,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.6761194029850747,0.5209158529845248
4487-ZYJZK,Female,0,Yes,Yes,0.5277777777777778,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0.013432835820895522,0.08786615696389095
5539-TMZLF,Male,1,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5124378109452736,0.008031273028739868
9610-WCESF,Male,0,No,No,0.9305555555555555,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,No,Electronic check,0.2552238805970149,0.35662306558585116
1264-BYWMS,Male,0,No,No,0.7638888888888888,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.781592039800995,0.608413550110538
1177-XZBJL,Male,0,Yes,Yes,0.736111111111111,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),0.4567164179104478,0.40202998341930735
6199-IPCAO,Female,0,Yes,Yes,0.40277777777777773,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.07810945273631842,0.07974276897568165
3800-LYTRK,Female,0,No,No,0.19444444444444442,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,0.372636815920398,0.0915565125276345
8869-TORSS,Female,0,No,No,0.6666666666666666,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),0.4189054726368159,0.3335022107590273
0667-NSRGI,Female,0,Yes,No,0.6666666666666666,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,0.5104477611940298,0.3955876934414149
2853-CWQFQ,Male,0,No,Yes,0.013888888888888888,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,0.41094527363184075,0.00685680729550479
3378-AJRAO,Male,0,Yes,Yes,0.611111111111111,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,0.06567164179104479,0.11670965364775242
9495-SKLKD,Male,0,Yes,Yes,0.625,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.7731343283582089,0.5131551676492263
1450-SKCVI,Female,0,No,No,0.7777777777777777,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.553233830845771,0.47126588983050854
8069-YQQAJ,Male,0,No,No,0.19444444444444442,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,0.12786069651741294,0.04832581061164334
4450-DLLMH,Male,0,No,No,0.027777777777777776,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.5278606965174129,0.01816391857037583
3340-QBBFM,Male,1,Yes,No,0.5,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,No,Credit card (automatic),0.3567164179104477,0.2294641212232867
5669-SRAIP,Female,0,No,No,0.06944444444444445,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,0.21144278606965172,0.024266534635224764
9220-CXRSC,Female,0,Yes,Yes,0.9583333333333333,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Credit card (automatic),0.4293532338308458,0.46746614775239503
0181-RITDD,Male,0,Yes,Yes,0.861111111111111,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,0.8945273631840797,0.7859305913780399
7878-RTCZG,Female,0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.01641791044776117,0.0022913596168017687
0708-SJDIS,Female,0,No,No,0.4722222222222222,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,0.46517412935323377,0.24842253131908626
3842-QTGDL,Male,0,Yes,No,0.2222222222222222,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),0.6218905472636815,0.15213936993367724
7473-ZBDSN,Female,0,Yes,Yes,0.19444444444444442,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.00547263681592039,0.029424972365512166
6559-RAKOZ,Male,0,Yes,Yes,0.6805555555555555,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,0.7930348258706468,0.5662651989683125
9689-PTNPG,Male,0,No,No,0.027777777777777776,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.6169154228855721,0.01664402173913044
5859-HZYLF,Male,0,Yes,Yes,0.3611111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),0.008955223880596996,0.05938536293294032
6234-PFPXL,Male,0,Yes,No,0.3055555555555555,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),0.772636815920398,0.25734041083271925
6289-CPNLD,Male,0,Yes,Yes,0.4583333333333333,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,0.5537313432835821,0.27692635408990424
6368-TZZDT,Male,0,Yes,Yes,0.05555555555555555,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.01243781094527363,0.011151667280766397
3865-ZFZIB,Male,0,No,No,0.2638888888888889,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.013930348258706454,0.041238715917465
7164-BPTUT,Male,0,No,Yes,0.7916666666666666,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,0.7094527363184079,0.5771405213706707
9134-WYRVP,Male,0,No,No,0.7083333333333333,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,0.6776119402985074,0.4913354366249079
7663-RGWBC,Male,0,No,No,0.013888888888888888,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.2577114427860696,0.005083594325718498
0258-NOKBL,Male,0,No,No,0.041666666666666664,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,0.7179104477611941,0.030910326086956524
6469-MRVET,Male,0,Yes,Yes,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,0.019402985074626844,0.0023259027266028004
2834-JKOOW,Female,0,No,No,0.20833333333333331,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Mailed check,0.2751243781094527,0.07984639830508476
7639-LIAYI,Male,0,No,No,0.7222222222222222,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.6119402985074627,0.48565309506263826
4710-FDUIZ,Male,0,Yes,No,0.7777777777777777,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),0.8164179104477611,0.6464685427413412
5835-BEQEU,Male,0,No,No,0.041666666666666664,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5840796019900497,0.026298820928518797
5701-GUXDC,Female,0,Yes,No,0.3611111111111111,No,No phone service,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card (automatic),0.1706467661691542,0.11267962417096539
5795-KTGUD,Female,0,Yes,No,0.9444444444444444,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.9208955223880596,0.8697494473102434
7009-LGECI,Female,0,No,No,0.05555555555555555,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.32139303482587056,0.027133612748710394
6285-FTQBF,Male,0,Yes,Yes,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.072636815920398,0.21505388725128965
0691-NIKRI,Female,0,No,No,0.5555555555555556,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),0.872636815920398,0.4991709653647753
1587-FKLZB,Male,1,Yes,Yes,0.9166666666666666,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.808457711442786,0.7855275884303612
1064-FBXNK,Male,0,Yes,Yes,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0.015920398009950265,0.0022856024318349305
3197-ARFOY,Female,1,No,No,0.2638888888888889,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,0.86318407960199,0.23112219049373622
8717-VCTXJ,Male,0,No,No,0.5833333333333333,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,0.012935323383084563,0.09665162122328667
4947-DSMXK,Male,0,Yes,Yes,0.4722222222222222,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),0.790547263681592,0.39264001473839355
4614-NUVZD,Female,0,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6253731343283582,0.009338154016212234
2925-VDZHY,Male,0,Yes,Yes,1.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.7009950248756219,0.7485894896831247
7297-DVYGA,Female,0,No,No,0.7083333333333333,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),0.015920398009950265,0.11479251105379516
0533-BNWKF,Female,1,Yes,No,0.7638888888888888,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.6686567164179105,0.5612909911569639
6097-EQISJ,Female,0,Yes,Yes,0.9166666666666666,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),0.8378109452736319,0.7616928426676493
6267-DCFFZ,Female,1,Yes,No,0.41666666666666663,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.7144278606965173,0.3025055268975682
5913-INRQV,Male,1,Yes,No,0.4722222222222222,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,No,Mailed check,0.7154228855721393,0.3602616064848932
5536-SLHPM,Female,0,Yes,No,0.7638888888888888,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.5920398009950248,0.5133278831982314
6838-YAUVY,Female,0,No,No,0.75,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),0.7646766169154228,0.5831855655858512
4628-CTTLA,Male,0,No,No,0.7916666666666666,No,No phone service,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,0.20945273631840794,0.24312016396462788
1867-BDVFH,Male,0,Yes,Yes,0.15277777777777776,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5582089552238805,0.09605287398673547
3845-FXCYS,Male,0,No,No,0.027777777777777776,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,0.013930348258706454,0.003592483419307296
3223-DWFIO,Male,1,No,No,0.05555555555555555,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.508457711442786,0.03012734893146647
3569-JFODW,Female,0,Yes,Yes,1.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.7233830845771144,0.7659877026529109
0442-TDYUO,Male,0,Yes,No,0.6666666666666666,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,0.01791044776119402,0.1192888725128961
9534-NSXEM,Male,0,No,No,0.3611111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),0.023880597014925342,0.06856807295504791
5384-ZTTWP,Female,0,Yes,Yes,0.20833333333333331,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.015422885572139305,0.031428472733972
9274-UARKJ,Female,0,No,No,0.20833333333333331,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),0.6462686567164179,0.13011238025055272
1347-KTTTA,Male,0,Yes,No,0.8888888888888888,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),0.8378109452736319,0.7661776897568167
0835-JKADZ,Female,0,No,No,0.986111111111111,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0.9253731343283581,0.9193245670596906
9968-FFVVH,Male,0,No,No,0.875,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),0.5029850746268656,0.4733960482682389
2369-FEVNO,Male,0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.01641791044776117,0.0022913596168017687
7940-UQQUG,Female,0,Yes,Yes,0.8888888888888888,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),0.8572139303482588,0.7739498894620488
6959-GQEGV,Male,0,No,No,0.625,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.5741293532338309,0.3769574428887252
5702-SKUOB,Female,0,Yes,No,0.05555555555555555,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.013432835820895522,0.010760178703021372
3640-PHQXK,Female,0,No,No,0.4305555555555555,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,0.7129353233830846,0.3231968496683862
3192-NQECA,Male,0,Yes,No,0.9444444444444444,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.9129353233830845,0.8764565677966103
4002-BQWPQ,Male,0,No,No,0.3472222222222222,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),0.6318407960199005,0.23360353721444366
4193-IBKSW,Male,0,Yes,Yes,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.06467661691542287,0.20375829034635226
6784-XYJAE,Female,0,No,No,0.5,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Electronic check,0.37363184079601985,0.22355149226234344
1942-OQFRW,Male,0,No,No,0.013888888888888888,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.2562189054726368,0.005066322770817981
3213-VVOLG,Male,0,Yes,Yes,0.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.07064676616915422,0.0
2805-AUFQN,Female,0,No,No,0.3472222222222222,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.015422885572139305,0.0547162859248342
9498-FIMXL,Female,0,No,No,0.1111111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,0.009452736318407956,0.018647522107590273
3026-ATZYV,Female,0,Yes,Yes,0.5138888888888888,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),0.5656716417910447,0.30614406779661024
6350-XFYGW,Male,1,No,No,0.05555555555555555,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7611940298507462,0.04863669859985262
