customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
2748-MYRVK,Female,0,No,No,0.875,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),0.8124378109452737,0.7066368828297717,Yes
8450-UYIBU,Female,1,No,No,0.4861111111111111,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0.21492537313432836,0.16518515106853354,No
2969-VAPYH,Female,0,No,No,0.9305555555555555,Yes,No,DSL,Yes,Yes,No,Yes,No,No,One year,No,Credit card (automatic),0.4203980099502488,0.44560611643330883,No
4822-YCXMX,Male,0,No,No,0.3472222222222222,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6621890547263681,0.23529039240972738,Yes
7181-OQCUT,Male,0,No,No,0.29166666666666663,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,0.8517412935323382,0.25504329403095066,No
8474-UMLNT,Female,0,No,No,0.18055555555555555,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),0.49303482587064673,0.09697978076639648,No
9821-POOTN,Male,0,Yes,No,0.4861111111111111,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5666666666666667,0.2966331982313928,Yes
3836-FZSDJ,Male,1,Yes,No,0.986111111111111,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.06567164179104479,0.21888817243920416,No
9142-XMYJH,Female,0,No,No,0.40277777777777773,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0.010945273631840807,0.06927044952100223,No
6559-ILWKJ,Male,0,Yes,No,0.986111111111111,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,0.309452736318408,0.40475888909358887,Yes
0187-QSXOE,Male,1,Yes,No,0.09722222222222221,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.7039800995024875,0.0697137527634488,No
7733-UDMTP,Female,1,No,No,0.7916666666666666,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.3656716417910447,0.3562603629329404,No
2649-HWLYB,Male,0,Yes,No,0.9027777777777777,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),0.5761194029850747,0.567606623065586,No
5214-CHIWJ,Male,0,No,No,0.375,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.020398009950248763,0.06851625829034635,No
4229-CZMLL,Male,0,No,No,0.08333333333333333,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5636815920398011,0.05409450994841563,Yes
6904-JLBGY,Female,1,No,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.9860696517412934,0.9713810335298454,No
2465-BLLEU,Male,0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.014925373134328346,0.0022740880619012533,No
1685-VAYJF,Male,0,No,No,0.15277777777777776,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),0.2681592039800995,0.056650700073691974,No
8874-EJNSR,Male,0,Yes,Yes,0.5416666666666666,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.06915422885572137,0.1137562177597642,No
6917-YACBP,Female,1,No,No,0.8194444444444444,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,0.7114427860696517,0.6329334008843036,No
5049-MUBWG,Male,0,No,No,0.3611111111111111,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),0.5646766169154228,0.21973447862932943,No
4223-WOZCM,Male,1,No,No,0.027777777777777776,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,0.3154228855721393,0.012331890198968314,No
0769-MURVM,Female,0,Yes,Yes,1.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.47213930348258704,0.5268227247605012,No
9253-VIFJQ,Male,0,Yes,No,0.9027777777777777,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),0.48557213930348253,0.4962175294767871,No
7030-FZTFM,Male,0,Yes,Yes,1.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.9218905472636817,0.9122547439204128,No
9741-YLNTD,Male,0,No,No,0.08333333333333333,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),0.6935323383084577,0.06014531134856302,No
5917-RYRMG,Male,1,No,No,0.4444444444444444,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),0.015422885572139305,0.06766995210022109,No
5120-ZBLAI,Female,0,Yes,No,0.6944444444444444,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),0.5716417910447761,0.4463200073691968,No
1194-BHJYC,Male,0,Yes,No,0.8472222222222222,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,0.43681592039800987,0.43511076823876205,No
3663-MITLP,Female,0,No,No,0.20833333333333331,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8258706467661691,0.16779315585851146,Yes
0906-QVPMS,Male,0,Yes,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.9641791044776119,0.9613865604274137,No
9025-ZRPVR,Male,0,No,No,0.125,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.006965174129353213,0.02137067059690494,Yes
1905-OEILC,Female,0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.01243781094527363,0.00224530213706706,No
7858-GTZSP,Female,0,No,No,0.16666666666666666,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6796019900497512,0.12284681282240238,No
3285-UCQVC,Female,0,No,No,0.5138888888888888,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),0.10298507462686568,0.11209814848931468,Yes
6248-BSHKG,Male,0,Yes,Yes,0.8472222222222222,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.021393034825870627,0.1412179900515844,No
4685-TFLLS,Male,0,Yes,Yes,0.25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0.015422885572139305,0.039413688282977165,No
3470-BTGQO,Male,0,No,Yes,0.29166666666666663,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,0.27263681592039796,0.11342230103168756,No
1209-VFFOC,Male,0,Yes,Yes,0.9444444444444444,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,0.37960199004975126,0.4546391396462786,No
8224-DWCKX,Male,1,No,No,0.16666666666666666,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),0.5477611940298507,0.09534474023581431,No
5482-PLVPE,Female,1,No,No,0.027777777777777776,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,0.06069651741293533,0.004818763817243921,Yes
4553-DVPZG,Female,0,Yes,No,0.861111111111111,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8268656716417909,0.7098263633014003,No
4902-OHLSK,Female,1,No,No,0.40277777777777773,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,0.8,0.3296276252763449,Yes
6917-IAYHD,Male,0,No,Yes,0.013888888888888888,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,0.1527363184079602,0.0038688282977155496,No
0495-ZBNGW,Male,1,Yes,No,0.06944444444444445,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),0.6134328358208956,0.039603675386882836,Yes
8620-RJPZN,Female,0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,0.024378109452736302,0.0023834745762711866,No
7572-KPVKK,Male,0,No,Yes,0.861111111111111,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0.8537313432835821,0.7588545504789979,No
2642-MAWLJ,Female,0,Yes,Yes,0.5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.019900497512437804,0.08266741893883568,No
2357-COQEK,Female,1,No,No,0.38888888888888884,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.8462686567164178,0.3328401344878409,Yes
7103-ZGVNT,Female,0,Yes,Yes,0.9583333333333333,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),0.5517412935323384,0.562574843404569,No
3737-GCSPV,Female,0,Yes,No,0.15277777777777776,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),0.7756218905472637,0.14071135777450258,Yes
2027-WKXMW,Female,0,Yes,No,0.875,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,0.9004975124378108,0.7912329587324982,No
7137-NAXML,Male,0,No,No,0.3194444444444444,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0.018905472636815884,0.04670228445099485,No
2428-ZMCTB,Male,0,No,No,0.1388888888888889,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0.014925373134328346,0.023978675386882833,No
2961-VNFKL,Female,0,Yes,No,0.986111111111111,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),0.07661691542288557,0.20747743183493003,No
1768-HNVGJ,Female,1,No,No,0.625,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,0.5154228855721392,0.35262182203389836,No
6963-KQYQB,Female,0,Yes,Yes,0.9722222222222222,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.057711442786069655,0.20319984340456893,No
5934-RMPOV,Female,0,No,Yes,0.3055555555555555,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6616915422885572,0.2091873157700811,No
1207-BLKSA,Female,0,Yes,Yes,0.7222222222222222,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.04776119402985074,0.1445168570375829,No
4088-YLDSU,Male,0,Yes,No,0.7638888888888888,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,0.854726368159204,0.6612760224760502,Yes
8316-BBQAY,Female,0,No,No,0.9027777777777777,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),0.4149253731343284,0.4514899594694179,No
1166-PQLGG,Female,0,Yes,Yes,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),0.012935323383084563,0.16850704679439943,No
3146-JTQHR,Male,0,Yes,No,0.1388888888888889,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0.013432835820895522,0.021813973839351512,No
4291-YZODP,Female,0,No,Yes,0.09722222222222221,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.01791044776119402,0.01114591009579956,No
4395-PZMSN,Male,1,No,No,0.06944444444444445,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.6696517412935323,0.047036201179071487,No
6427-FEFIG,Female,0,Yes,Yes,0.3333333333333333,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),0.6004975124378109,0.2126301123802506,No
0017-IUDMW,Female,0,Yes,Yes,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.980597014925373,0.9737414793662492,No
8706-HRADD,Male,0,No,No,0.29166666666666663,No,No phone service,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,0.25174129353233826,0.11646785187914518,No
9955-QOPOY,Male,0,Yes,No,0.9583333333333333,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),0.4233830845771144,0.49090364775239503,No
4385-ZKVNW,Male,0,Yes,Yes,0.611111111111111,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),0.36467661691542286,0.2935128039793663,No
5446-DKWYW,Female,1,Yes,Yes,0.8472222222222222,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,0.4671641791044776,0.45655052505526905,No
2034-CGRHZ,Male,1,No,No,0.3333333333333333,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.8427860696517412,0.2874792741341194,Yes
5797-APWZC,Female,0,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,0.7199004975124377,0.01043201915991157,Yes
3683-QKIUE,Female,0,No,No,0.08333333333333333,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),0.32388059701492533,0.03316714259395726,Yes
4228-ZGYUW,Male,0,No,No,0.05555555555555555,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,0.7144278606965173,0.04238439572586589,Yes
9031-ZVQPT,Male,0,Yes,No,1.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0.8950248756218905,0.902795689019897,No
2990-IAJSV,Male,0,No,No,1.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.7338308457711442,0.7637193717759765,No
8107-KNCIM,Male,1,Yes,No,0.19444444444444442,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5656716417910447,0.11668086772291822,No
9027-YFHQJ,Male,0,No,No,0.09722222222222221,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),0.06766169154228854,0.017611228813559324,No
5176-LDKUH,Female,0,No,No,0.6666666666666666,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Electronic check,0.5661691542288557,0.4343968773028741,No
4644-OBGFZ,Male,0,Yes,Yes,0.7638888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.01243781094527363,0.11817773581429625,No
7926-IJOOU,Male,0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0.010447761194029848,0.0022222733971997057,No
6480-YAGIY,Male,0,No,No,0.625,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),0.9348258706467661,0.5793858235077378,No
4029-HPFVY,Male,0,No,No,0.041666666666666664,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.517910447761194,0.025377671333824618,No
7602-DBTOU,Female,0,Yes,No,0.986111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.013432835820895522,0.16310105011053797,No
5345-BMKWB,Male,0,Yes,No,0.1111111111111111,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.019900497512437804,0.018233004789977893,No
3519-ZKXGG,Female,0,Yes,No,0.041666666666666664,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5731343283582089,0.029545873249815776,Yes
5457-COLHT,Male,0,Yes,Yes,0.9583333333333333,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.6208955223880598,0.6381897107590274,No
6416-TVAIH,Male,0,Yes,Yes,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5,0.007887343404568902,Yes
5451-YHYPW,Female,1,Yes,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.9701492537313433,0.9722388540899044,No
5108-ADXWO,Male,0,No,No,0.15277777777777776,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,0.5497512437810945,0.09116502394988947,Yes
7998-WNZEM,Male,0,No,No,0.986111111111111,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),0.6203980099502486,0.6572632645541636,No
3066-RRJIO,Female,0,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,0.5144278606965175,0.008054301768607223,Yes
4664-NJCMS,Female,0,Yes,No,0.4583333333333333,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),0.41094527363184075,0.232164240972734,No
0307-BCOPK,Female,0,No,No,0.2222222222222222,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.007960199004975133,0.03761168938835667,No
7629-WFGLW,Female,1,Yes,No,0.7777777777777777,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,0.7701492537313434,0.6300375368459838,No
2542-HYGIQ,Female,0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),0.01691542288557213,0.0022971168017686073,No
6715-OFDBP,Male,0,No,No,0.06944444444444445,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.5154228855721392,0.039885777450257925,Yes
5016-LIPDW,Male,0,Yes,Yes,0.7916666666666666,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.011442786069651711,0.12223655121591748,No
6481-LXPWL,Male,0,Yes,Yes,0.7777777777777777,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),0.17761194029850746,0.2270058032424466,No
1567-DSCIC,Male,0,No,No,0.1111111111111111,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0.753731343283582,0.0890809229918939,Yes
2150-UWTFY,Female,0,Yes,Yes,0.3055555555555555,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,0.426865671641791,0.16374009764185707,Yes
6124-ACRHJ,Female,0,No,No,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,0.014925373134328346,0.0022740880619012533,No
9362-MWODR,Female,0,No,Yes,0.5555555555555556,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),0.45621890547263677,0.28329380066322774,No
9975-GPKZU,Male,0,Yes,Yes,0.6388888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),0.014925373134328346,0.09862057848194548,No
9625-RZFUK,Male,0,Yes,Yes,0.875,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,0.014427860696517386,0.14690608879882094,No
5153-LXKDT,Male,0,Yes,Yes,0.9444444444444444,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,0.9149253731343284,0.8598355747973472,No
5161-UBZXI,Male,0,Yes,Yes,0.9583333333333333,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.8766169154228854,0.8361447586588063,No
1020-JPQOW,Female,0,Yes,No,0.7777777777777777,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,0.7194029850746269,0.5891442520265292,No
7919-ZODZZ,Female,0,Yes,Yes,0.1388888888888889,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,0.4741293532338309,0.07600059874723655,No
0565-JUPYD,Male,0,No,No,0.875,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),0.8582089552238806,0.758889093588799,No
6867-ACCZI,Female,0,Yes,Yes,0.3333333333333333,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,0.34079601990049746,0.13911086035372147,No
5939-XAIXZ,Female,0,No,No,0.2638888888888889,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,0.37661691542288556,0.1190470707442889,No
9054-FOWNV,Male,0,Yes,Yes,0.3055555555555555,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,0.7014925373134329,0.21706314480471633,No
2683-BPJSO,Male,0,Yes,No,0.40277777777777773,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,0.6587064676616915,0.28407102063375095,Yes
2157-MXBJS,Male,0,Yes,No,0.18055555555555555,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,0.5676616915422885,0.11392893330876937,Yes
8207-VVMYB,Female,0,Yes,No,0.9722222222222222,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0.0771144278606965,0.2310876473839352,No
9732-EQMWY,Female,0,Yes,No,0.6805555555555555,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,0.8074626865671642,0.5785970891672808,No
9360-AHGNL,Female,1,Yes,No,0.5972222222222222,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,0.908457711442786,0.5561728537214444,Yes
1087-UDSIH,Female,0,No,No,0.041666666666666664,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.013432835820895522,0.006879836035372146,Yes
5269-NRGDP,Male,0,Yes,Yes,0.5833333333333333,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,0.546268656716418,0.3555925294767871,No
6195-MELTI,Male,0,No,No,0.7916666666666666,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,0.3621890547263681,0.3609409543109801,No
5485-WUYWF,Male,1,No,No,0.027777777777777776,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),0.4791044776119403,0.010886836772291821,Yes
2121-JAFOM,Female,0,Yes,No,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),0.9681592039800994,0.9571204863669861,No
8818-DOPVL,Female,1,No,No,0.6388888888888888,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,0.8577114427860696,0.56004168201916,No
2632-UCGVD,Male,1,Yes,No,0.9166666666666666,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),0.8139303482587064,0.7912559874723656,Yes
5445-PZWGX,Male,0,No,No,0.861111111111111,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,No,Electronic check,0.8333333333333334,0.7518019988946206,Yes
1227-UDMZR,Female,0,Yes,No,1.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),0.7253731343283583,0.7643123618275609,No
5198-HQAEN,Male,0,Yes,Yes,0.4861111111111111,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,0.7109452736318408,0.3644988946204864,No
9170-CCKOU,Male,0,Yes,No,0.2361111111111111,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),0.7159203980099502,0.16743621039056747,Yes
2167-FQSTQ,Female,0,Yes,No,1.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,0.7378109452736319,0.7813766580692706,No
2819-GWENI,Female,0,Yes,Yes,0.38888888888888884,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,0.01641791044776117,0.06252302873986737,No
1043-YCUTE,Male,0,Yes,No,0.7777777777777777,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),0.06865671641791044,0.15281296057479737,Yes
3814-MLAXC,Female,0,No,No,0.4305555555555555,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),0.6129353233830845,0.2768227247605012,Yes
3572-UUHRS,Male,0,No,No,0.625,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),0.005970149253731349,0.09986413043478262,No
2692-PFYTJ,Female,0,No,No,0.013888888888888888,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.07462686567164178,0.002964950257921887,No
1226-UDFZR,Female,0,No,No,0.027777777777777776,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,0.3119402985074627,0.013206982313927784,Yes
5955-EPOAZ,Female,0,No,No,0.08333333333333333,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,0.026865671641791017,0.012608235077376568,No
6821-JPCDC,Female,0,Yes,No,0.6666666666666666,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,0.7840796019900497,0.5403636238025056,No
8815-LMFLX,Male,0,Yes,Yes,0.3472222222222222,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),0.07114427860696515,0.06296633198231394,No
9135-HSWOC,Male,0,Yes,Yes,0.8888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),0.014427860696517386,0.14669883014001475,No
8582-KRHPJ,Male,0,No,No,0.6944444444444444,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,0.16666666666666663,0.20523212969786297,No
